,es,pt,fr,be,lu,nl,de,dk,cz,pl,sk,ch,at,it,si,hu,ro,hr,ba,me,rs,bg,mk,gr,al,ee,fi,lt,lv,no,se,uk,ie
0,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
1,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
2,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
3,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
4,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
5,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
6,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
7,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
8,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
9,3.717463911118,5.647332163247,17.000210792481198,0.22075408968,0,0,10.506094531401299,0,0.869422212251,0.9777588123130001,2.34828040147,10.30295686533,12.63514983476,17.18540066856599,0.6379580259450001,0.112417701137,0,0.952518765787,1.50221542595,0,5.665590026859999,2.29670248964,0.686965708308,0.49570274700100003,0.136730058717,0,7.9089284396,0,0.8612519958289999,3.8858901108213995,8.114287737393001,4.220257556093999,0.520615840639
